field, Pi-full, Si-full,Pi-Si, Pi-Pi, Si-Si, Si,-Pi, XMCD, LC,RC 
17 , 0.31438941 , 0.31627716, 0.00022720544 , 0.3141622 , 0.31604996,, 0.00022720102 , -0.02823802 , 0.30121427 , 0.32945229 
18 , 0.31464179 , 0.31629707, 0.00025855748 , 0.31438324 , 0.31603852,, 0.00025855405 , -0.030111937 , 0.30041347 , 0.3305254 
19 , 0.31489952 , 0.31630987, 0.0002785165 , 0.314621 , 0.31603136,, 0.00027851463 , -0.031242733 , 0.29998333 , 0.33122606 
20 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
21 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
22 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
23 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
24 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
25 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
26 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
27 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
28 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
29 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
30 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
31 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
32 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
33 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
34 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
35 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
36 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
37 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
38 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
39 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
40 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
